Title,Abstract,ArticleURL,Year,Cites,Authors,SELECTED
DebateGPT: Fine-tuning large language models with multi-agent debate supervision,"… This shows the improved mathematical reasoning ability of DebateGPT3.5 over the original GPT-3.5. In Fig. 4, we show an example from the MMLU dataset related to light and wave …",https://openreview.net/forum?id=ChNy95ovpF,2024,5,"V Subramaniam, A Torralba, S Li",
Not all experts are equal: Efficient expert pruning and skipping for mixture-of-experts large language models,… We also perform dynamic expert skipping on domain-specific tasks (mathematical reasoning tasks). We calibrate β for each layer using samples from the training set of MATH and …,https://arxiv.org/abs/2402.14800,2024,53,"X Lu, Q Liu, Y Xu, A Zhou, S Huang, B Zhang…",
In-context learning with retrieved demonstrations for language models: A survey,"… (ICL) is the ability of large language models (LLMs) to perform … on pre-trained large language models, which can perform … performance in a specific mathematical reasoning task. This …",https://arxiv.org/abs/2401.11624,2024,79,"M Luo, X Xu, Y Liu, P Pasupat, M Kazemi",
Coca: Regaining safety-awareness of multimodal large language models with constitutional calibration,"… It provides a comprehensive evaluation that encompasses mathematical reasoning and visual knowledge. 2) MME(Fu et al., 2024) is a comprehensive benchmark for evaluating the …",https://arxiv.org/abs/2409.11365,2024,4,"J Gao, R Pi, T Han, H Wu, L Hong, L Kong…",
"Generative AI and Large Language Models-Benefits, Drawbacks, Future and Recommendations","… It also handles complex coding and mathematical reasoning. Gemini can draw conclusions, analyze the context, make decisions, suggest courses of action, draw parallels between …",https://www.sciencedirect.com/science/article/pii/S1877050924027492,2024,4,"A Håkansson, G Phillips-Wren",
mCoT: Multilingual instruction tuning for reasoning consistency in language models,"… Most of the research focuses on prompting large language models (LLMs), where the LLMs … reasoning model that improves the mathematical reasoning ability of LLMs through …",https://arxiv.org/abs/2406.02301,2024,17,"H Lai, M Nissim",
Extending contextual length and world knowledge generalization in large language models,"… Thompson, “From computation to adjudication: Evaluating large language model judges on mathematical reasoning and precision calculation,” 2024. [11] C. Hautzenberger and S. …",https://www.authorea.com/doi/full/10.22541/au.172737898.87812203,2024,40,"M Roberts, J Anderson, W Delgado, R Johnson…",
"ChatGeoAI: Enabling geospatial analysis for public through natural language, with large language models","… For example, ChatGPT has been used in robotics, focusing on prompt engineering and dialog strategies for different tasks ranging from basic logical and mathematical reasoning to …",https://www.mdpi.com/2220-9964/13/10/348,2024,25,"A Mansourian, R Oucheikh",
Contextual Learning of Large Language Models Under Chain-of-Thought Optimization Strategy,"… • MultiArith: This dataset is a benchmark for evaluating mathematical reasoning abilities, … Large language models are costly to invoke and fine-tune. However, ChatGLM-6B, a bilingual …",https://ieeexplore.ieee.org/abstract/document/11116958/?casa_token=LmJEKw7lrtQAAAAA:I9Kp0wolvNbOVbLTAqaiMsLUoes4a63EHBbgodKut3y8P-34Gqw9luK_65YT4yzXhiYMmi0L,2024,0,"Z Xia, B Gao, J Liu, Z Peng",
Prompt Phrase Ordering Using Large Language Models in HPC: Evaluating Prompt Sensitivity,"… ], a collection of grade-school mathematical word problems designed to test the mathematical reasoning of large language models (LLMs). Each problem includes a question used to …",https://www.osti.gov/biblio/2573371,2024,0,"N Thomason, H Klasky",
Step-by-Step Unmasking for Parameter-Efficient Fine-tuning of Large Language Models,"… Fine-tuning large language models (LLMs) on downstream tasks … six mathematical reasoning tasks. With 94% sparsity, ID 3 achieves 0.5% better accuracy on mathematical reasoning …",https://arxiv.org/abs/2408.14470,2024,0,"A Agarwal, SK Ramesh, A Sengupta…",
Plan of Thoughts: Heuristic-Guided Problem Solving with Large Language Models,"… The Game of 24 is a mathematical reasoning game, which uses four numbers and basic arithmetic operations to obtain a value of 24. For instance, for the problem of 4 9 10 13, a …",https://arxiv.org/abs/2404.19055,2024,0,H Liu,
Mars-PO: Multi-Agent Reasoning System Preference Optimization,"… Mathematical reasoning is a fundamental capability for large language models (LLMs), yet … a novel framework to improve the mathematical reasoning capabilities of LLMs through a multi…",https://arxiv.org/abs/2411.19039,2024,0,"X Lou, C Wang, B An",
Seekr: Selective attention-guided knowledge retention for continual learning of large language models,"… ), a continual learning benchmark for LLMs that includes eight datasets covering domain-specific knowledge, multilingual capabilities, code generation, and mathematical reasoning. …",https://arxiv.org/abs/2411.06171,2024,10,"J He, H Guo, K Zhu, Z Zhao, M Tang, J Wang",
GroundCocoa: A Benchmark for Evaluating Compositional &Conditional Reasoning in Language Models,… The rapid progress of large language models (LLMs) has seen them excel and frequently … require abilities such as temporal or mathematical reasoning. Compositional Generalization. …,https://arxiv.org/abs/2404.04237,2024,0,"H Kohli, S Kumar, H Sun",
A survey of backdoor attacks and defenses on large language models: Implications for security measures,"… Therefore, in the face of tasks with complex and varied sample labels, such as mathematical reasoning and question-answering, designing more covert backdoor attack algorithms …",https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.172832726.62863760,2024,33,"S Zhao, M Jia, Z Guo, L Gan, X Xu, X Wu, J Fu…",
Revisit from 2024: The current Status and Future of Pretrained Large Language Models (LLMs) for Education Revolution,"… The application of large language models has also branched … like code generation, mathematical reasoning, and even … continued progress in large language models is expected to …",https://osf.io/7ds4a/download,2024,0,W Beckford,
Bootstrapped structural prompting for analogical reasoning in pretrained language models,"… mathematical reasoning and question answering. However, from a more fundamental … This paper presents a method to enhance analogical reasoning in large language models through …",https://www.pspress.org/index.php/tcsm/article/view/224,2024,13,Y Xing,
Benchmarking the Ability of Large Language Models to Reason About Event Sets,"… the ability of Large Language Models to resolve temporal … the extent to which Large Language Models can reason about … (Last Letter Concatenation (1), mathematical reasoning, and …",https://www.scitepress.org/Papers/2024/130461/130461.pdf,2024,2,"S Kenneweg, J Deigmöller, P Cimiano…",
"From word vectors to multimodal embeddings: Techniques, applications, and future directions for large language models","… The limitations of this method are most apparent in mathematical reasoning and quantitative information extraction tasks, where an understanding of numbers is crucial. …",https://arxiv.org/abs/2411.05036,2024,18,"C Zhang, B Peng, X Sun, Q Niu, J Liu, K Chen…",
Complex claim verification via human fact-checking imitation with large language models,"… and knowledge reserve capabilities of Large Language Models (LLMs) make them suitable … on tasks that emphasize reasoning, such as mathematical reasoning [9]. As LLM has made …",https://ieeexplore.ieee.org/abstract/document/10799276/?casa_token=eIiBsTVXKjMAAAAA:u53PYY1AFLRUq9VAHpWEBHEXR87VTE6l11u-fqvoQqCz3hh4VyUIHFl7SAGDfRvqUh5cc6ZQ,2024,1,"B Xu, F Sun, X Liu, P Wu, X Wang…",
Learning to decode collaboratively with multiple language models,"… We propose a method to teach multiple large language models (LLM) to collaborate by inter… In, Section 4, we evaluate Co-LLM on instruction-following, mathematical reasoning, and …",https://arxiv.org/abs/2403.03870,2024,43,"SZ Shen, H Lang, B Wang, Y Kim, D Sontag",
A Scoping Review of Large Language Models: Architecture and Applications,"… With their superior performance on a wide range of tasks and benchmarks, including sentiment analysis, mathematical reasoning, and summarization, large language models (LLMs) …",https://ieeexplore.ieee.org/abstract/document/10549006/,2024,5,"H Moujahid, K Boutahar, O El Gannour…",
On the Language of Thoughts in Large Language Models,… LARGE LANGUAGE MODELS The details and access of the evaluated large language models … the results of different LLMs on common mathematical reasoning benchmarks in Table 7. …,https://openreview.net/forum?id=3wrMRYuLlQ,,0,"C Liu, Y Chen, T Liu, J Cheng, B Han, K Zhang",
Gorilla: Large language model connected with massive apis,"… Large Language Models (LLMs) have seen an impressive wave of advances, with models now excelling in a variety of tasks, such as mathematical reasoning and program synthesis. …",https://proceedings.neurips.cc/paper_files/paper/2024/hash/e4c61f578ff07830f5c37378dd3ecb0d-Abstract-Conference.html,2024,674,"SG Patil, T Zhang, X Wang…",
Two heads are better than one: Integrating knowledge from knowledge graphs and large language models for entity alignment,"… 2.2 Large Language Models LLMs are a type of language model pretrained on a large … These abilities include logical reasoning, chain-of-thought, and mathematical reasoning. …",https://arxiv.org/abs/2401.16960,2024,19,"L Yang, H Chen, X Wang, J Yang, FY Wang…",
Pandora's Box or Aladdin's Lamp: A Comprehensive Analysis Revealing the Role of RAG Noise in Large Language Models,"… as a key method to address hallucinations in large language models (LLMs). While recent … To address this, we conduct experiments on mathematical reasoning, which requires higher …",https://arxiv.org/abs/2408.13533,2024,8,"J Wu, S Zhang, F Che, M Feng, C Zhang…",
"Dlp-lora: Efficient task-specific lora fusion with a dynamic, lightweight plugin for large language models","… dataset involves narratives encapsulating human experiences and wisdom, while GSM8K focuses on practical scenarios requiring general knowledge through mathematical reasoning. …",https://arxiv.org/abs/2410.01497,2024,5,"Y Zhang, R Li",
Large Language Models for Quantitative Analysis of Statutory Stringency and Its Correlation with Sexual Assault Crime Rates,"… The relatively poor performance of the Llama models can be attributed to their poorer mathematical reasoning abilities, as indicated by the brief explanations given for each rating. For …",https://link.springer.com/chapter/10.1007/978-3-031-84602-1_6,2024,0,"S Konduri, VS Pendyala",
Logicvista: Multimodal llm logical reasoning benchmark in visual contexts,"… logical reasoning capabilities of multimodal large language models (MLLMs) in Visual … crafting poetry based on an image to performing mathematical reasoning. However, there is still a …",https://arxiv.org/abs/2407.04973,2024,57,"Y Xiao, E Sun, T Liu, W Wang",
VC Search: Bridging the Gap Between Well-Defined and Ill-Defined Problems in Mathematical Reasoning,"… Large language models (LLMs) have demonstrated impressive performance on reasoning tasks, including mathematical reasoning. How… stronger robust mathematical reasoning ability. …",https://arxiv.org/abs/2406.05055,2024,0,"SY Tian, Z Zhou, KY Yu, M Yang, LH Jia…",
Open-Ethical AI: Advancements in Open-Source Human-Centric Neural Language Models,… focused only on large language models but evidences active … the strict focus on mathematical reasoning tasks. Interesting … assistance tasks beyond mathematical reasoning that require …,https://dl.acm.org/doi/abs/10.1145/3703454,2024,6,"S Sicari, JF Cevallos M, A Rizzardi…",
Evaluation on parameter-efficient continual instruction tuning of large language models,"… The first two tasks of NumGlUE, NumGLUE-cm and NumGLUE-ds, were selected as mathematical reasoning tasks. Following TRACE,13 the order of the wide range stream is FOMC, C-…",https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13404/134040C/Evaluation-on-parameter-efficient-continual-instruction-tuning-of-large-language/10.1117/12.3050469.short,2024,0,"TX Ren, XS Song, JY Shi, JS Deng…",
